"","iterations","alpha","beta","g","r","gamma","sigma","distribution","variance","icc"
"1",300,1,2,4,231,1,0.333333333333333,"normal",0.00463324898782323,0.9
"2",300,1,2,4,231,1,1,"normal",0.00864387177551708,0.5
"3",300,1,2,4,231,1,3,"normal",0.0451012363911231,0.1
"4",300,1,2,6,147,1,0.333333333333333,"normal",0.00510468520383954,0.9
"5",300,1,2,6,147,1,1,"normal",0.00878618201048291,0.5
"6",300,1,2,6,147,1,3,"normal",0.0462235214839866,0.1
"7",300,1,2,8,106,1,0.333333333333333,"normal",0.00450198305562221,0.9
"8",300,1,2,8,106,1,1,"normal",0.00994904456703061,0.5
"9",300,1,2,8,106,1,3,"normal",0.0516880790876413,0.1
"10",300,1,2,10,81,1,0.333333333333333,"normal",0.00555391997979049,0.9
"11",300,1,2,10,81,1,1,"normal",0.0109446000700126,0.5
"12",300,1,2,10,81,1,3,"normal",0.0509043671769829,0.1
"13",300,1,2,12,64,1,0.333333333333333,"normal",0.00554555753016703,0.9
"14",300,1,2,12,64,1,1,"normal",0.0106129458360569,0.5
"15",300,1,2,12,64,1,3,"normal",0.0518678619065733,0.1
"16",300,1,2,14,52,1,0.333333333333333,"normal",0.00577476518707929,0.9
"17",300,1,2,14,52,1,1,"normal",0.00937252180830664,0.5
"18",300,1,2,14,52,1,3,"normal",0.0557833547293198,0.1
"19",300,1,2,16,43,1,0.333333333333333,"normal",0.00676896066773726,0.9
"20",300,1,2,16,43,1,1,"normal",0.0110735593587141,0.5
"21",300,1,2,16,43,1,3,"normal",0.0533647024474534,0.1
"22",300,1,2,18,36,1,0.333333333333333,"normal",0.00820977448754553,0.9
"23",300,1,2,18,36,1,1,"normal",0.011043335758084,0.5
"24",300,1,2,18,36,1,3,"normal",0.0593359178719728,0.1
"25",300,1,2,20,31,1,0.333333333333333,"normal",0.00743354002085546,0.9
"26",300,1,2,20,31,1,1,"normal",0.0130874718570399,0.5
"27",300,1,2,20,31,1,3,"normal",0.072723870886284,0.1
"28",300,1,2,22,26,1,0.333333333333333,"normal",0.00762626561623734,0.9
"29",300,1,2,22,26,1,1,"normal",0.011588734807129,0.5
"30",300,1,2,22,26,1,3,"normal",0.0704695108389198,0.1
"31",300,1,2,24,22,1,0.333333333333333,"normal",0.00808041059016982,0.9
"32",300,1,2,24,22,1,1,"normal",0.0173188280955521,0.5
"33",300,1,2,24,22,1,3,"normal",0.0727611005529722,0.1
"34",300,1,2,26,19,1,0.333333333333333,"normal",0.00908771357381037,0.9
"35",300,1,2,26,19,1,1,"normal",0.0167191581770438,0.5
"36",300,1,2,26,19,1,3,"normal",0.0865046888184879,0.1
"37",300,1,2,28,16,1,0.333333333333333,"normal",0.0093467011007753,0.9
"38",300,1,2,28,16,1,1,"normal",0.0165455994840383,0.5
"39",300,1,2,28,16,1,3,"normal",0.0899933410533658,0.1
"40",300,1,2,30,14,1,0.333333333333333,"normal",0.0106573035691345,0.9
"41",300,1,2,30,14,1,1,"normal",0.0154162978677086,0.5
"42",300,1,2,30,14,1,3,"normal",0.0932697900894105,0.1
"43",300,1,2,32,12,1,0.333333333333333,"normal",0.00977668448016048,0.9
"44",300,1,2,32,12,1,1,"normal",0.0200521835121322,0.5
"45",300,1,2,32,12,1,3,"normal",0.105014076452203,0.1
"46",300,1,2,34,10,1,0.333333333333333,"normal",0.0127198021949608,0.9
"47",300,1,2,34,10,1,1,"normal",0.0230469589311794,0.5
"48",300,1,2,34,10,1,3,"normal",0.112340474992344,0.1
"49",300,1,2,36,8,1,0.333333333333333,"normal",0.0136660658271615,0.9
"50",300,1,2,36,8,1,1,"normal",0.0305864287451764,0.5
"51",300,1,2,36,8,1,3,"normal",0.144226305140875,0.1
"52",300,1,2,38,7,1,0.333333333333333,"normal",0.0175039506082963,0.9
"53",300,1,2,38,7,1,1,"normal",0.0291015128538201,0.5
"54",300,1,2,38,7,1,3,"normal",0.169508708237436,0.1
"55",300,1,2,40,6,1,0.333333333333333,"normal",0.017324377461473,0.9
"56",300,1,2,40,6,1,1,"normal",0.0354158009662852,0.5
"57",300,1,2,40,6,1,3,"normal",0.167732552200486,0.1
"58",300,1,2,42,4,1,0.333333333333333,"normal",0.0241763514524513,0.9
"59",300,1,2,42,4,1,1,"normal",0.0429362821501047,0.5
"60",300,1,2,42,4,1,3,"normal",0.220270547003074,0.1
"61",300,1,2,44,3,1,0.333333333333333,"normal",0.0308541573102875,0.9
"62",300,1,2,44,3,1,1,"normal",0.0598016275402592,0.5
"63",300,1,2,44,3,1,3,"normal",0.302659855562553,0.1
"64",300,1,2,46,2,1,0.333333333333333,"normal",0.0487397991391449,0.9
"65",300,1,2,46,2,1,1,"normal",0.0869915008193533,0.5
"66",300,1,2,46,2,1,3,"normal",0.49201296399829,0.1
"67",300,1,2,48,1,1,0.333333333333333,"normal",0.110780522083618,0.9
"68",300,1,2,48,1,1,1,"normal",0.15607865762948,0.5
"69",300,1,2,48,1,1,3,"normal",0.841398690713481,0.1
"70",300,1,2,50,1,1,0.333333333333333,"normal",0.0887376323840736,0.9
"71",300,1,2,50,1,1,1,"normal",0.169903058006504,0.5
"72",300,1,2,50,1,1,3,"normal",0.943007264592971,0.1
