"","iterations","alpha","beta","g","r","gamma","sigma","distribution","variance","icc"
"1",300,0.5,2,4,13,1,1,"normal",0.151446626906796,0.5
"2",300,0.5,2,6,8,1,1,"normal",0.158752382111145,0.5
"3",300,0.5,2,8,6,1,1,"normal",0.163085991647869,0.5
"4",300,0.5,2,10,5,1,1,"normal",0.13826290422883,0.5
"5",300,0.5,2,12,4,1,1,"normal",0.138687396852603,0.5
"6",300,0.5,2,14,3,1,1,"normal",0.19176571953958,0.5
"7",300,0.5,2,16,3,1,1,"normal",0.19127098160594,0.5
"8",300,0.5,2,18,2,1,1,"normal",0.234017423674738,0.5
"9",300,0.5,2,20,2,1,1,"normal",0.208039022528419,0.5
"10",300,0.5,2,22,2,1,1,"normal",0.19643850183811,0.5
"11",300,0.5,2,24,2,1,1,"normal",0.170001307325984,0.5
"12",300,0.5,2,26,1,1,1,"normal",0.275484303181119,0.5
"13",300,0.5,2,28,1,1,1,"normal",0.281704276533853,0.5
"14",300,0.5,2,30,1,1,1,"normal",0.240417338831211,0.5
"15",300,0.5,2,32,1,1,1,"normal",0.25323539411044,0.5
"16",300,0.5,2,34,1,1,1,"normal",0.254289244441849,0.5
"17",300,0.5,2,36,1,1,1,"normal",0.243276402991295,0.5
"18",300,0.5,2,38,1,1,1,"normal",0.187709636896452,0.5
"19",300,0.5,2,40,1,1,1,"normal",0.196302185748101,0.5
"20",300,0.5,2,42,1,1,1,"normal",0.178748934554334,0.5
"21",300,0.5,2,44,1,1,1,"normal",0.187849011326396,0.5
"22",300,0.5,2,46,1,1,1,"normal",0.197738993392115,0.5
"23",300,0.5,2,48,1,1,1,"normal",0.162338098268046,0.5
"24",300,0.5,2,50,1,1,1,"normal",0.16253411890049,0.5
"25",300,2,2,4,13,1,1,"normal",0.155200945333706,0.5
"26",300,2,2,6,8,1,1,"normal",0.168929530081719,0.5
"27",300,2,2,8,6,1,1,"normal",0.157566698303133,0.5
"28",300,2,2,10,5,1,1,"normal",0.174726128992417,0.5
"29",300,2,2,12,4,1,1,"normal",0.155412990089756,0.5
"30",300,2,2,14,3,1,1,"normal",0.168261933106265,0.5
"31",300,2,2,16,3,1,1,"normal",0.17035460266668,0.5
"32",300,2,2,18,2,1,1,"normal",0.213656049421711,0.5
"33",300,2,2,20,2,1,1,"normal",0.230668516062849,0.5
"34",300,2,2,22,2,1,1,"normal",0.184739551395487,0.5
"35",300,2,2,24,2,1,1,"normal",0.146993167881668,0.5
"36",300,2,2,26,1,1,1,"normal",0.2814845101492,0.5
"37",300,2,2,28,1,1,1,"normal",0.306794373796065,0.5
"38",300,2,2,30,1,1,1,"normal",0.252823338509342,0.5
"39",300,2,2,32,1,1,1,"normal",0.244572796332078,0.5
"40",300,2,2,34,1,1,1,"normal",0.22544349478471,0.5
"41",300,2,2,36,1,1,1,"normal",0.212922914484626,0.5
"42",300,2,2,38,1,1,1,"normal",0.212512101626991,0.5
"43",300,2,2,40,1,1,1,"normal",0.171730132082101,0.5
"44",300,2,2,42,1,1,1,"normal",0.168294408927258,0.5
"45",300,2,2,44,1,1,1,"normal",0.189129664877247,0.5
"46",300,2,2,46,1,1,1,"normal",0.176382154458398,0.5
"47",300,2,2,48,1,1,1,"normal",0.168738514255348,0.5
"48",300,2,2,50,1,1,1,"normal",0.15991273373221,0.5
"49",300,10,2,4,13,1,1,"normal",0.165785118514024,0.5
"50",300,10,2,6,8,1,1,"normal",0.144561716681631,0.5
"51",300,10,2,8,6,1,1,"normal",0.186362645817047,0.5
"52",300,10,2,10,5,1,1,"normal",0.182075512873497,0.5
"53",300,10,2,12,4,1,1,"normal",0.163272384517696,0.5
"54",300,10,2,14,3,1,1,"normal",0.187152327721827,0.5
"55",300,10,2,16,3,1,1,"normal",0.159293565327485,0.5
"56",300,10,2,18,2,1,1,"normal",0.202575645530946,0.5
"57",300,10,2,20,2,1,1,"normal",0.213823097992818,0.5
"58",300,10,2,22,2,1,1,"normal",0.200168698508376,0.5
"59",300,10,2,24,2,1,1,"normal",0.167944106036078,0.5
"60",300,10,2,26,1,1,1,"normal",0.352223053849781,0.5
"61",300,10,2,28,1,1,1,"normal",0.279424188613377,0.5
"62",300,10,2,30,1,1,1,"normal",0.272235899964643,0.5
"63",300,10,2,32,1,1,1,"normal",0.271645522206218,0.5
"64",300,10,2,34,1,1,1,"normal",0.242289980146048,0.5
"65",300,10,2,36,1,1,1,"normal",0.236356030604507,0.5
"66",300,10,2,38,1,1,1,"normal",0.208415066451998,0.5
"67",300,10,2,40,1,1,1,"normal",0.207619260266047,0.5
"68",300,10,2,42,1,1,1,"normal",0.176269598266922,0.5
"69",300,10,2,44,1,1,1,"normal",0.180030858997448,0.5
"70",300,10,2,46,1,1,1,"normal",0.175843973572227,0.5
"71",300,10,2,48,1,1,1,"normal",0.151238252160401,0.5
"72",300,10,2,50,1,1,1,"normal",0.148031704468441,0.5
