"","iterations","alpha","beta","g","r","gamma","sigma","distribution","variance","icc"
"1",300,1,2,4,13,0.333333333333333,1,"poisson",0.024729822775297,0.1
"2",300,1,2,4,13,1,1,"poisson",0.11525903456281,0.5
"3",300,1,2,4,13,3,1,"poisson",2.11849664061088,0.9
"4",300,1,2,6,8,0.333333333333333,1,"poisson",0.0273699209300128,0.1
"5",300,1,2,6,8,1,1,"poisson",0.124600272678225,0.5
"6",300,1,2,6,8,3,1,"poisson",1.7006711571464,0.9
"7",300,1,2,8,6,0.333333333333333,1,"poisson",0.0261811974793929,0.1
"8",300,1,2,8,6,1,1,"poisson",0.142020756867219,0.5
"9",300,1,2,8,6,3,1,"poisson",1.58445281411194,0.9
"10",300,1,2,10,5,0.333333333333333,1,"poisson",0.0256761778286165,0.1
"11",300,1,2,10,5,1,1,"poisson",0.130528196671958,0.5
"12",300,1,2,10,5,3,1,"poisson",1.34612850258002,0.9
"13",300,1,2,12,4,0.333333333333333,1,"poisson",0.0293882588270634,0.1
"14",300,1,2,12,4,1,1,"poisson",0.129313895226643,0.5
"15",300,1,2,12,4,3,1,"poisson",1.18628942549309,0.9
"16",300,1,2,14,3,0.333333333333333,1,"poisson",0.0348467907427537,0.1
"17",300,1,2,14,3,1,1,"poisson",0.143439132446086,0.5
"18",300,1,2,14,3,3,1,"poisson",1.27387103863526,0.9
"19",300,1,2,16,3,0.333333333333333,1,"poisson",0.0270122629217809,0.1
"20",300,1,2,16,3,1,1,"poisson",0.117484944648789,0.5
"21",300,1,2,16,3,3,1,"poisson",1.29708878804604,0.9
"22",300,1,2,18,2,0.333333333333333,1,"poisson",0.0299426955761675,0.1
"23",300,1,2,18,2,1,1,"poisson",0.157045954660742,0.5
"24",300,1,2,18,2,3,1,"poisson",1.25294514881959,0.9
"25",300,1,2,20,2,0.333333333333333,1,"poisson",0.0338021146859487,0.1
"26",300,1,2,20,2,1,1,"poisson",0.128602613482898,0.5
"27",300,1,2,20,2,3,1,"poisson",1.21950170945418,0.9
"28",300,1,2,22,2,0.333333333333333,1,"poisson",0.031530111449138,0.1
"29",300,1,2,22,2,1,1,"poisson",0.118663830009948,0.5
"30",300,1,2,22,2,3,1,"poisson",0.978924852192199,0.9
"31",300,1,2,24,2,0.333333333333333,1,"poisson",0.0272834155931629,0.1
"32",300,1,2,24,2,1,1,"poisson",0.100054005549052,0.5
"33",300,1,2,24,2,3,1,"poisson",0.99676582834924,0.9
"34",300,1,2,26,1,0.333333333333333,1,"poisson",0.0544579519267907,0.1
"35",300,1,2,26,1,1,1,"poisson",0.227584978002469,0.5
"36",300,1,2,26,1,3,1,"poisson",4.70123541906069,0.9
"37",300,1,2,28,1,0.333333333333333,1,"poisson",0.0440314035937272,0.1
"38",300,1,2,28,1,1,1,"poisson",0.275837959703446,0.5
"39",300,1,2,28,1,3,1,"poisson",4.24888785029897,0.9
"40",300,1,2,30,1,0.333333333333333,1,"poisson",0.0419071353879922,0.1
"41",300,1,2,30,1,1,1,"poisson",0.255683569691484,0.5
"42",300,1,2,30,1,3,1,"poisson",4.02110345699665,0.9
"43",300,1,2,32,1,0.333333333333333,1,"poisson",0.0418745819878682,0.1
"44",300,1,2,32,1,1,1,"poisson",0.23826076869788,0.5
"45",300,1,2,32,1,3,1,"poisson",3.4374898613515,0.9
"46",300,1,2,34,1,0.333333333333333,1,"poisson",0.0336124360304951,0.1
"47",300,1,2,34,1,1,1,"poisson",0.187279471839033,0.5
"48",300,1,2,34,1,3,1,"poisson",3.88845574473646,0.9
"49",300,1,2,36,1,0.333333333333333,1,"poisson",0.0361219516706547,0.1
"50",300,1,2,36,1,1,1,"poisson",0.192313819193118,0.5
"51",300,1,2,36,1,3,1,"poisson",3.44910026912283,0.9
"52",300,1,2,38,1,0.333333333333333,1,"poisson",0.0326895840358556,0.1
"53",300,1,2,38,1,1,1,"poisson",0.163174939418669,0.5
"54",300,1,2,38,1,3,1,"poisson",3.77443487568485,0.9
"55",300,1,2,40,1,0.333333333333333,1,"poisson",0.033877575321269,0.1
"56",300,1,2,40,1,1,1,"poisson",0.169716366638387,0.5
"57",300,1,2,40,1,3,1,"poisson",3.5057415334503,0.9
"58",300,1,2,42,1,0.333333333333333,1,"poisson",0.0277666919865238,0.1
"59",300,1,2,42,1,1,1,"poisson",0.147830973187626,0.5
"60",300,1,2,42,1,3,1,"poisson",3.51521606585005,0.9
"61",300,1,2,44,1,0.333333333333333,1,"poisson",0.0247089922714334,0.1
"62",300,1,2,44,1,1,1,"poisson",0.164466277038948,0.5
"63",300,1,2,44,1,3,1,"poisson",3.26315199153537,0.9
"64",300,1,2,46,1,0.333333333333333,1,"poisson",0.0286536739976767,0.1
"65",300,1,2,46,1,1,1,"poisson",0.155477018546465,0.5
"66",300,1,2,46,1,3,1,"poisson",3.75489171122403,0.9
"67",300,1,2,48,1,0.333333333333333,1,"poisson",0.0249493333291263,0.1
"68",300,1,2,48,1,1,1,"poisson",0.14968089145085,0.5
"69",300,1,2,48,1,3,1,"poisson",2.99360308317867,0.9
"70",300,1,2,50,1,0.333333333333333,1,"poisson",0.02669240987117,0.1
"71",300,1,2,50,1,1,1,"poisson",0.143303132566665,0.5
"72",300,1,2,50,1,3,1,"poisson",2.68090626924452,0.9
