"","iterations","alpha","beta","g","r","gamma","sigma","distribution","variance","icc"
"1",300,1,2,4,58,0.333333333333333,1,"normal",0.020555512623355,0.1
"2",300,1,2,4,58,1,1,"normal",0.0348546660719422,0.5
"3",300,1,2,4,58,3,1,"normal",0.17340607572477,0.9
"4",300,1,2,6,37,0.333333333333333,1,"normal",0.0170504937791754,0.1
"5",300,1,2,6,37,1,1,"normal",0.0392499497826772,0.5
"6",300,1,2,6,37,3,1,"normal",0.18035371032438,0.9
"7",300,1,2,8,27,0.333333333333333,1,"normal",0.0238040609959012,0.1
"8",300,1,2,8,27,1,1,"normal",0.0312185447554775,0.5
"9",300,1,2,8,27,3,1,"normal",0.159858737454302,0.9
"10",300,1,2,10,21,0.333333333333333,1,"normal",0.0226033986097913,0.1
"11",300,1,2,10,21,1,1,"normal",0.0376018714463208,0.5
"12",300,1,2,10,21,3,1,"normal",0.19038263979701,0.9
"13",300,1,2,12,16,0.333333333333333,1,"normal",0.0227505342409627,0.1
"14",300,1,2,12,16,1,1,"normal",0.040589972092574,0.5
"15",300,1,2,12,16,3,1,"normal",0.197256122343608,0.9
"16",300,1,2,14,13,0.333333333333333,1,"normal",0.0229493131394851,0.1
"17",300,1,2,14,13,1,1,"normal",0.0425117769497985,0.5
"18",300,1,2,14,13,3,1,"normal",0.229072500932554,0.9
"19",300,1,2,16,11,0.333333333333333,1,"normal",0.0252542930836883,0.1
"20",300,1,2,16,11,1,1,"normal",0.051565938710904,0.5
"21",300,1,2,16,11,3,1,"normal",0.213039214341601,0.9
"22",300,1,2,18,9,0.333333333333333,1,"normal",0.0240243506158853,0.1
"23",300,1,2,18,9,1,1,"normal",0.0459009236961243,0.5
"24",300,1,2,18,9,3,1,"normal",0.248239453806723,0.9
"25",300,1,2,20,8,0.333333333333333,1,"normal",0.03062114812079,0.1
"26",300,1,2,20,8,1,1,"normal",0.0487775556814069,0.5
"27",300,1,2,20,8,3,1,"normal",0.22419341306363,0.9
"28",300,1,2,22,7,0.333333333333333,1,"normal",0.0263703380855096,0.1
"29",300,1,2,22,7,1,1,"normal",0.059291931928724,0.5
"30",300,1,2,22,7,3,1,"normal",0.281423002235234,0.9
"31",300,1,2,24,6,0.333333333333333,1,"normal",0.0279712570721341,0.1
"32",300,1,2,24,6,1,1,"normal",0.053213926452498,0.5
"33",300,1,2,24,6,3,1,"normal",0.293799675112421,0.9
"34",300,1,2,26,5,0.333333333333333,1,"normal",0.0342970783931516,0.1
"35",300,1,2,26,5,1,1,"normal",0.0602010642667294,0.5
"36",300,1,2,26,5,3,1,"normal",0.338424791294329,0.9
"37",300,1,2,28,4,0.333333333333333,1,"normal",0.0475273848649288,0.1
"38",300,1,2,28,4,1,1,"normal",0.0795348213330933,0.5
"39",300,1,2,28,4,3,1,"normal",0.340295592920291,0.9
"40",300,1,2,30,4,0.333333333333333,1,"normal",0.0296238780078975,0.1
"41",300,1,2,30,4,1,1,"normal",0.0711341827240376,0.5
"42",300,1,2,30,4,3,1,"normal",0.377974471320954,0.9
"43",300,1,2,32,3,0.333333333333333,1,"normal",0.0525496387322792,0.1
"44",300,1,2,32,3,1,1,"normal",0.0802481690334454,0.5
"45",300,1,2,32,3,3,1,"normal",0.415475349793585,0.9
"46",300,1,2,34,3,0.333333333333333,1,"normal",0.0438705260080879,0.1
"47",300,1,2,34,3,1,1,"normal",0.0726695743703814,0.5
"48",300,1,2,34,3,3,1,"normal",0.428837789034291,0.9
"49",300,1,2,36,2,0.333333333333333,1,"normal",0.0560382985134903,0.1
"50",300,1,2,36,2,1,1,"normal",0.104792101443316,0.5
"51",300,1,2,36,2,3,1,"normal",0.511590728592533,0.9
"52",300,1,2,38,2,0.333333333333333,1,"normal",0.0670843953656203,0.1
"53",300,1,2,38,2,1,1,"normal",0.107640228485761,0.5
"54",300,1,2,38,2,3,1,"normal",0.483059878968085,0.9
"55",300,1,2,40,2,0.333333333333333,1,"normal",0.0559894394300939,0.1
"56",300,1,2,40,2,1,1,"normal",0.106077678131006,0.5
"57",300,1,2,40,2,3,1,"normal",0.441605981687494,0.9
"58",300,1,2,42,1,0.333333333333333,1,"normal",0.102934353835591,0.1
"59",300,1,2,42,1,1,1,"normal",0.178033726781926,0.5
"60",300,1,2,42,1,3,1,"normal",0.920814600926988,0.9
"61",300,1,2,44,1,0.333333333333333,1,"normal",0.1202307145976,0.1
"62",300,1,2,44,1,1,1,"normal",0.162421264403411,0.5
"63",300,1,2,44,1,3,1,"normal",0.929252357601077,0.9
"64",300,1,2,46,1,0.333333333333333,1,"normal",0.0853519221556213,0.1
"65",300,1,2,46,1,1,1,"normal",0.177088709278581,0.5
"66",300,1,2,46,1,3,1,"normal",0.860473888231202,0.9
"67",300,1,2,48,1,0.333333333333333,1,"normal",0.11658214620673,0.1
"68",300,1,2,48,1,1,1,"normal",0.161285709821975,0.5
"69",300,1,2,48,1,3,1,"normal",0.819309486935659,0.9
"70",300,1,2,50,1,0.333333333333333,1,"normal",0.0813634423256073,0.1
"71",300,1,2,50,1,1,1,"normal",0.169862332221725,0.5
"72",300,1,2,50,1,3,1,"normal",0.904865459615681,0.9
