"","iterations","alpha","beta","g","r","gamma","sigma","distribution","variance","icc"
"1",300,1,2,4,13,0.333333333333333,1,"normal",0.0803666658237059,0.1
"2",300,1,2,4,13,1,1,"normal",0.138768089541252,0.5
"3",300,1,2,4,13,3,1,"normal",0.756936216504564,0.9
"4",300,1,2,6,8,0.333333333333333,1,"normal",0.0857308476833257,0.1
"5",300,1,2,6,8,1,1,"normal",0.172131111725219,0.5
"6",300,1,2,6,8,3,1,"normal",0.856444245078649,0.9
"7",300,1,2,8,6,0.333333333333333,1,"normal",0.0882314141367078,0.1
"8",300,1,2,8,6,1,1,"normal",0.161061663707115,0.5
"9",300,1,2,8,6,3,1,"normal",0.860947719556193,0.9
"10",300,1,2,10,5,0.333333333333333,1,"normal",0.105544475802794,0.1
"11",300,1,2,10,5,1,1,"normal",0.162812163066533,0.5
"12",300,1,2,10,5,3,1,"normal",0.758261103174033,0.9
"13",300,1,2,12,4,0.333333333333333,1,"normal",0.0848167770705498,0.1
"14",300,1,2,12,4,1,1,"normal",0.172043072201803,0.5
"15",300,1,2,12,4,3,1,"normal",0.780578522556547,0.9
"16",300,1,2,14,3,0.333333333333333,1,"normal",0.110666034849888,0.1
"17",300,1,2,14,3,1,1,"normal",0.203036702512905,0.5
"18",300,1,2,14,3,3,1,"normal",0.884857259479698,0.9
"19",300,1,2,16,3,0.333333333333333,1,"normal",0.124095847088689,0.1
"20",300,1,2,16,3,1,1,"normal",0.178210758677769,0.5
"21",300,1,2,16,3,3,1,"normal",0.81092501130842,0.9
"22",300,1,2,18,2,0.333333333333333,1,"normal",0.127390739926104,0.1
"23",300,1,2,18,2,1,1,"normal",0.214730343182973,0.5
"24",300,1,2,18,2,3,1,"normal",1.13650262280836,0.9
"25",300,1,2,20,2,0.333333333333333,1,"normal",0.119921458380036,0.1
"26",300,1,2,20,2,1,1,"normal",0.20393449751911,0.5
"27",300,1,2,20,2,3,1,"normal",1.04097502362211,0.9
"28",300,1,2,22,2,0.333333333333333,1,"normal",0.109762085806716,0.1
"29",300,1,2,22,2,1,1,"normal",0.202961332207661,0.5
"30",300,1,2,22,2,3,1,"normal",0.932229229996053,0.9
"31",300,1,2,24,2,0.333333333333333,1,"normal",0.0900413135396037,0.1
"32",300,1,2,24,2,1,1,"normal",0.177935737745017,0.5
"33",300,1,2,24,2,3,1,"normal",0.909527074752783,0.9
"34",300,1,2,26,1,0.333333333333333,1,"normal",0.163038152968833,0.1
"35",300,1,2,26,1,1,1,"normal",0.283555488520105,0.5
"36",300,1,2,26,1,3,1,"normal",1.57251653080702,0.9
"37",300,1,2,28,1,0.333333333333333,1,"normal",0.137629623022319,0.1
"38",300,1,2,28,1,1,1,"normal",0.302590434189882,0.5
"39",300,1,2,28,1,3,1,"normal",1.71579566501571,0.9
"40",300,1,2,30,1,0.333333333333333,1,"normal",0.134322829927453,0.1
"41",300,1,2,30,1,1,1,"normal",0.199257697462191,0.5
"42",300,1,2,30,1,3,1,"normal",1.39427052983736,0.9
"43",300,1,2,32,1,0.333333333333333,1,"normal",0.139229791166177,0.1
"44",300,1,2,32,1,1,1,"normal",0.217340813688938,0.5
"45",300,1,2,32,1,3,1,"normal",1.17322051105195,0.9
"46",300,1,2,34,1,0.333333333333333,1,"normal",0.133226322267691,0.1
"47",300,1,2,34,1,1,1,"normal",0.246118675193275,0.5
"48",300,1,2,34,1,3,1,"normal",1.24179723884801,0.9
"49",300,1,2,36,1,0.333333333333333,1,"normal",0.120954359535235,0.1
"50",300,1,2,36,1,1,1,"normal",0.242759472807741,0.5
"51",300,1,2,36,1,3,1,"normal",1.2819579772588,0.9
"52",300,1,2,38,1,0.333333333333333,1,"normal",0.114998269359877,0.1
"53",300,1,2,38,1,1,1,"normal",0.221836405257854,0.5
"54",300,1,2,38,1,3,1,"normal",0.849525995411334,0.9
"55",300,1,2,40,1,0.333333333333333,1,"normal",0.114803120502194,0.1
"56",300,1,2,40,1,1,1,"normal",0.208442855670431,0.5
"57",300,1,2,40,1,3,1,"normal",1.12026467720325,0.9
"58",300,1,2,42,1,0.333333333333333,1,"normal",0.112035992929741,0.1
"59",300,1,2,42,1,1,1,"normal",0.178383870293317,0.5
"60",300,1,2,42,1,3,1,"normal",1.1156837432429,0.9
"61",300,1,2,44,1,0.333333333333333,1,"normal",0.0926827955358458,0.1
"62",300,1,2,44,1,1,1,"normal",0.162296808251087,0.5
"63",300,1,2,44,1,3,1,"normal",0.902195994940954,0.9
"64",300,1,2,46,1,0.333333333333333,1,"normal",0.0880284747909963,0.1
"65",300,1,2,46,1,1,1,"normal",0.171073304370063,0.5
"66",300,1,2,46,1,3,1,"normal",0.788271630015072,0.9
"67",300,1,2,48,1,0.333333333333333,1,"normal",0.0943647673410574,0.1
"68",300,1,2,48,1,1,1,"normal",0.150420054015569,0.5
"69",300,1,2,48,1,3,1,"normal",0.876262543155389,0.9
"70",300,1,2,50,1,0.333333333333333,1,"normal",0.077061910290452,0.1
"71",300,1,2,50,1,1,1,"normal",0.147698862569339,0.5
"72",300,1,2,50,1,3,1,"normal",0.77702545828088,0.9
